Title3,Following Perseus,Greek,English,Benjamin Jowett,Schleiermacher,Primary translation,Literal translation,Secondary translation
0059-003|216.|Cr. 52a.2.,0059-003|215.|Cr. 52a.1.,"ταύταις δή φαμεν καὶ σέ, ὦ Σώκρατες, ταῖς αἰτίαις ἐνέξεσθαι, εἴπερ ποιήσεις ἃ ἐπινοεῖς, καὶ οὐχ ἥκιστα Ἀθηναίων σέ, ἀλλ᾽ ἐν τοῖς μάλιστα.’","“We say that you, Socrates, will be exposed to these reproaches, if you do what you have in mind, and you not least of the Athenians but more than most others.”","These are the sort of accusations to which, as we were saying, you, Socrates, will be exposed if you accomplish your intentions; you, above all other Athenians."" ","Und diese Verschuldungen nun, behaupten wir, werden auch auf dir, Sokrates, haften, wenn du ausführst, was du im Sinne hast, und zwar auf dir nicht am wenigsten unter den andern Athenern, sondern wohl ganz vorzüglich.«",حال می‌گوییم که ای سقراط، تو نیز در معرض این اتهامات خواهی بود اگر به آنچه در سر داری عمل کنی و در میان آتنیان نه کمترین که بیشترین اتهامات گریبان تو را خواهد گرفت.,حال می‌گوییم که ای سقراط، تو نیز در معرض این اتهامات خواهی بود اگر به آنچه در ذهن داری عمل کنی و تو نه کمترینِ آتنیان بلکه [حتی] در میان‌شان بیشترین.,اکنون می‌گوییم که ای سقراط، تو نیز مشمول این سرزنش‌ها خواهی گشت اگر آنچه در سر می‌پرورانی انجام دهی و در میان آتنیان تو نه کمترین که با بیشترین سرزنش‌ها مواجه خواهی شد.
0059-003|217.|Cr. 52a.3.,0059-003|216.|Cr. 52a.2., εἰ οὖν ἐγὼ εἴποιμι:,"If then I should say, ","Suppose I ask, ",– Wenn ich nun fragte: ,اینک اگر من بگویم:,آنگاه اگر من بگویم:,پس اگر من بگویم:
0059-003|218.|Cr. 52a.4.,0059-003|217.|Cr. 52a.3.,‘διὰ τί δή;’ ,“How so?” ,why is this?,»Weshalb denn das?«, «از چه رو؟»,«دقیقا چرا؟»,«آخر برای چه؟»
0059-003|219.|Cr. 52a.5.,0059-003|218.|Cr. 52a.4.,ἴσως ἄν μου δικαίως καθάπτοιντο λέγοντες ὅτι ἐν τοῖς μάλιστα Ἀθηναίων ἐγὼ αὐτοῖς ὡμολογηκὼς τυγχάνω ταύτην τὴν ὁμολογίαν.,perhaps they might retort with justice that I had made this agreement with them more emphatically than most other Athenians.,they will justly retort upon me that I above all other men have acknowledged the agreement. ,"– so würden sie mich wohl ganz recht angreifen, wenn sie sprächen, daß ich ganz vorzüglich vor andern Athenern ihnen dies Versprechen geleistet hätte. ",شاید عادلانه است که بر من بتازند و چنین بگویند که در میان آتنیان از قضا من بیشترین توافق را با آنها رقم زده‌ام.,چه‌بسا دادگرانه بر من بتازند، چنین گفته که در میان آتنیان از قضا من بیشترین هم‌رایی را با آنان هم‌رای گشته باشم. ,شاید به درستی بر من حمله آورده، بگویند که من در میان آتنیان بیشتر از همه با آنها بر این پیمان توافق کرده‌ام.
0059-003|220.|Cr. 52b.1.,0059-003|219.|Cr. 52a.5.,"φαῖεν γὰρ ἂν ὅτι ‘ὦ Σώκρατες, μεγάλα ἡμῖν τούτων τεκμήριά ἐστιν, ὅτι σοι καὶ ἡμεῖς ἠρέσκομεν καὶ ἡ πόλις: "," For they would say, “Socrates, we have strong evidence that we and the city pleased you; ","""There is clear proof,"" they will say, ""Socrates, that we and the city were not displeasing to you. ","»Denn«, würden sie sagen, »hiervon haben wir große Beweise, daß wir sowohl als die Stadt dir Wohlgefallen haben: ",زیرا چه بسا بگویند که «ای سقراط، ما را شواهد فراوانی برای این هست که هم ما و هم شهر مقبول تو بوده‌ایم؛,زیرا ممکن است چنین بگویند که «ای سقراط، ما را گواهِ این‌ها بسیار است که هم ما و هم پولیس تو را اقناع می‌کردیم.,زیرا ممکن است بگویند که «ای سقراط، ما را گواهِ این‌ها بسیار است که هم ما و هم دولت‌شهر تو را بسنده بودیم.
0059-003|221.|Cr. 52b.2.,0059-003|220.|Cr. 52b.1.,"οὐ γὰρ ἄν ποτε τῶν ἄλλων Ἀθηναίων ἁπάντων διαφερόντως ἐν αὐτῇ ἐπεδήμεις εἰ μή σοι διαφερόντως ἤρεσκεν, καὶ οὔτ᾽ ἐπὶ θεωρίαν πώποτ᾽ ἐκ τῆς πόλεως ἐξῆλθες, ὅτι μὴ ἅπαξ εἰς Ἰσθμόν, οὔτε ἄλλοσε οὐδαμόσε, εἰ μή ποι στρατευσόμενος, οὔτε ἄλλην ἀποδημίαν ἐποιήσω πώποτε ὥσπερ οἱ ἄλλοι ἄνθρωποι, οὐδ᾽ ἐπιθυμία σε ἄλλης πόλεως οὐδὲ ἄλλων νόμων ἔλαβεν εἰδέναι, ἀλλὰ ἡμεῖς σοι ἱκανοὶ ἦμεν καὶ ἡ ἡμετέρα πόλις: ","for you would never have stayed in it more than all other Athenians if you had not been better pleased with it than they; you never went out from the city to a festival, or anywhere else, except on military service, and you never made any other journey, as other people do, and you had no wish to know any other city or other laws, but you were contented with us and our city. ","Of all Athenians you have been the most constant resident in the city, which, as you never leave, you may be supposed to love. For you never went out of the city either to see the games, except once when you went to the Isthmus, or to any other place unless when you were on military service; nor did you travel as other men do. Nor had you any curiosity to know other States or their laws: your affections did not go beyond us and our State; ","Sonst würdest du ja wohl nicht so vorzüglich vor allen Athenern immer einheimisch darin geblieben sein, wenn sie dir nicht vorzüglich gefiele. Denn weder bist du je zur Schau der großen Feste aus der Stadt herausgegangen, außer einmal auf den Isthmos, noch sonst irgend wohin anders als nur mit dem Heere ziehend, oder hast sonst eine Reise gemacht, wie andere Menschen, noch auch hat dich jemals Lust angewandelt, andere Städte und andere Gesetze zu sehen, sondern wir genügten dir und unsere Stadt: ",چرا که اگر که بیش از دیگران تو را راضی نمی‌کرد هرگز بیش از جملگی دیگر آتنیان در آن نمی‌ماندی، نه هیچ گاه برای تماشای جشن از شهر بیرون رفتی، مگر یک بار که به ایستموس، نه جز برای لشکرکشی به هیچ جای دیگری رفتی، و نه هرگز همچون دیگر افراد سفر دیگری کردی، و نه اشتیاقی به شناختن دیگر شهرها و دیگر قوانین داشتی، بلکه ما و شهر ما برای تو بسنده بودیم.,چرا که هرگز بیش از جمله آتنیان دیگر در آن سکنی نمی‌گزیدی اگر بیش از دیگران تو را اقناع نمی‌کرد؛ و نه هیچ گاه برای تماشای جشن از پولیس بیرون رفتی، مگر یک بار که به ایستموس و نه هیچ گاه به جایی دیگر، مگر به جایی لشکر کشیده، و نه هرگز همچون دیگر آدمیان سفر دیگری کردی، و تو را نه میلِ شناختن دیگر پولیس‌ها و نه دیگر قوانین دربرگرفت، بلکه ما و پولیس ما برای تو کافی بودیم.,زیرا اگر بیش از دیگران باب میل تو نبود هرگز بیش از جملگی دیگر آتنیان در آن خانه نمی‌کردی، نه هرگز برای سیاحت از دولت‌شهر بیرون رفتی، جز یک بار که به ایستموس، نه جز برای خدمت نظامی به هیچ جای دیگری رفتی، نه هرگز مانند دیگر مردمان سفر دیگری کردی، و نه میلی به شناختن دیگر دولت‌شهرها و دیگر قوانین داشتی، بلکه ما و دولت‌شهر ما تو را بسنده بودیم.
0059-003|222.|Cr. 52c.1.,0059-003|221.|Cr. 52b.2.,"οὕτω σφόδρα ἡμᾶς ᾑροῦ καὶ ὡμολόγεις καθ᾽ ἡμᾶς πολιτεύσεσθαι, τά τε ἄλλα καὶ παῖδας ἐν αὐτῇ ἐποιήσω, ὡς ἀρεσκούσης σοι τῆς πόλεως. ","So strongly did you prefer us and agree to live in accordance with us; and besides, you begat children in the city, showing that it pleased you. ","we were your especial favorites, and you acquiesced in our government of you; and this is the State in which you begat your children, which is a proof of your satisfaction.","so sehr zogst du uns vor und gelobtest, uns gemäß dein Bürgerleben zu führen, hast auch überdies Kinder in der Stadt erzeugt, weil sie dir gefiel. ",بدین سان به قوت ما را برگزیدی و توافق کردی که در مطابقت با ما شهروند باشی، و افزون‌ بر این در آن صاحب فرزند نیز گشتی، چرا که از این شهر رضایت داشتی.,چنین به قوت ما را برگزیدی و به شهروند شدن در مطابقت با ما هم‌رای گشتی، و نیز دیگر اینکه فرزندانی را در آن آوردی، چرا که این پولیس تو را اقناع می‌کرد.,از این رو، با اشتیاق ما را انتخاب کرده و موافقت نمودی که تبعه‌ی ما باشی، و به علاوه در اینجا صاحب فرزندان نیز شدی، چرا که این دولت‌شهر تو را بسنده بود.
0059-003|223.|Cr. 52c.2.,0059-003|222.|Cr. 52c.1.,"ἔτι τοίνυν ἐν αὐτῇ τῇ δίκῃ ἐξῆν σοι φυγῆς τιμήσασθαι εἰ ἐβούλου, καὶ ὅπερ νῦν ἀκούσης τῆς πόλεως ἐπιχειρεῖς, τότε ἑκούσης ποιῆσαι.","And moreover even at your trial you might have offered exile as your penalty, if you wished, and might have done with the state's consent what you are now undertaking to do without it."," Moreover, you might, if you had liked, have fixed the penalty at banishment in the course of the trial-the State which refuses to let you go now would have let you go then.","Ja auch noch während des Rechtshandels konntest du dir ja die Verweisung zuerkannt haben, wenn du gewollt hättest, und so, was du jetzt gegen den Willen der Stadt unternimmst, damals mit ihrem Willen tun.",از این گذشته، حتی در همان محکمه اگر می‌خواستی مجازات تبعید برای تو ممکن بود، و آنچه اکنون بی‌اذن شهر بدان قصد کرده‌ای، در آن صورت با اجازه‌اش انجام می‌دادی.,علاوه بر این، حتی در همان دادگاه اگر می‌خواستی مجازات تبعید برای تو ممکن بود، و آنچه اکنون بدون رضایت پولیس [بدان] دست می‌یازی، آنگاه با رضایتش انجام می‌دادی.,علاوه بر این، حتی در خود جلسه‌ی محاکمه اگر می‌خواستی کیفر خواستِ تبعید برای تو ممکن بود، و آنچه اکنون بی‌رخصت دولت‌شهر بدان عزم کرده‌ای، در آن صورت با اجازه‌اش انجام می‌دادی.
0059-003|224.|Cr. 52c.3.,0059-003|223.|Cr. 52c.2.,"σὺ δὲ τότε μὲν ἐκαλλωπίζου ὡς οὐκ ἀγανακτῶν εἰ δέοι τεθνάναι σε, ἀλλὰ ᾑροῦ, ὡς ἔφησθα, πρὸ τῆς φυγῆς θάνατον: ","But you then put on airs and said you were not disturbed if you must die, and you preferred, as you said, death to exile. "," But you pretended that you preferred death to exile, and that you were not grieved at death.","Du aber tatest damals zwar gar schön, als wärest du gar nicht unwillig, wenn du sterben müßtest, sondern wähltest, wie du sagtest, lieber als die Verweisung den Tod:",لیکن تو آن زمان لاف می‌زدی که اگر بایستی بمیری برآشفته نمی‌گردی، بلکه چنان می‌گفتی که مرگ را به تبعید ترجیح می‌دهی.,لیکن تو آن زمان مباهات می‌کردی که آشفته نمی‌گردی اگر تو را مردن بباید، بلکه چنان می‌گفتی که در مقابلِ تبعید، مرگ را برمی‌گزیدی.,اما تو آن وقت به خود می‌بالیدی که اگر می‌بایست بمیری مشوش نمی‌گردی، بلکه چنان مدعی بودی که در مقابلِ تبعید، مرگ را به جان می‌خری.
0059-003|225.|Cr. 52c.4.,0059-003|224.|Cr. 52c.3.,"νῦν δὲ οὔτ᾽ ἐκείνους τοὺς λόγους αἰσχύνῃ, οὔτε ἡμῶν τῶν νόμων ἐντρέπῃ, ἐπιχειρῶν διαφθεῖραι, πράττεις τε ἅπερ ἂν δοῦλος ὁ φαυλότατος πράξειεν, ἀποδιδράσκειν ἐπιχειρῶν παρὰ τὰς συνθήκας τε καὶ τὰς ὁμολογίας καθ᾽ ἃς ἡμῖν συνέθου πολιτεύεσθαι. ","And now you are not ashamed to think of those words and you do not respect us, the laws, since you are trying to bring us to naught; and you are doing what the meanest slave would do, since you are trying to run away contrary to the compacts and agreements you made with us that you would live in accordance with us. ","And now you have forgotten these fine sentiments, and pay no respect to us, the laws, of whom you are the destroyer; and are doing what only a miserable slave would do, running away and turning your back upon the compacts and agreements which you made as a citizen. ","nun hingegen schämst du dich weder vor jenen deinen Reden, noch scheust du uns, die Gesetze, sondern versuchst, uns zu zerstören, und handelst, wie nur der schlechteste Knecht handeln könnte, in dem du zu entlaufen versuchst gegen alle Verträge und Versprechungen, nach denen du uns versprochen hast, als Bürger zu leben.",و اکنون نه از آن سخنان شرمگینی و نه رعایتِ جانب ما قوانین را می‌کنی، بلکه درصدد نابودی ما برآمده‌ای و با عزم به فرار برخلاف پیمان‌ها و توافقاتی که طبق آن به شهروندی ما متعهد شدی چنان می‌کنی که دون‌ترین برده می‌کند.,و اکنون نه از آن سخنان شرمسار هستی و نه ما قوانین را محترم می‌شماری،[بلکه] به نابود کردن [ما] دست یازیده و آن می‌کنی که خوارترین برده انجام خواهند داد، که برخلاف پیمان‌ها و نیز هم‌رایی‌هایی که کردی که طبق آن شهروند ما باشی به گریختن دست یازی.,اما اکنون از آن سخنان شرم نمی‌کنی و ما قوانین را حرمت نمی‌نهی، بلکه عزم تباه ساختن ما نموده‌ای‌ و چنان رفتار می‌کنی که پست‌ترین برده می‌کند، که برخلاف پیمان‌ها و توافق‌هایی که با ما کردی که طبق آن تبعه‌ی ما گشتی قصد گریختن کنی.
0059-003|226.|Cr. 52d.1.,0059-003|225.|Cr. 52c.4.,"πρῶτον μὲν οὖν ἡμῖν τοῦτ᾽ αὐτὸ ἀπόκριναι, εἰ ἀληθῆ λέγομεν φάσκοντές σε ὡμολογηκέναι πολιτεύσεσθαι καθ᾽ ἡμᾶς ἔργῳ ἀλλ᾽ οὐ λόγῳ, ἢ οὐκ ἀληθῆ.’","First then, answer this question, whether we speak the truth or not when we say that you agreed, not in word, but by your acts, to live in accordance with us.”","And first of all answer this very question: Are we right in saying that you agreed to be governed according to us in deed, and not in word only? Is that true or not?"" ","Zuerst also beantworte uns nur dieses, ob wir die Wahrheit reden, indem wir behaupten, du habest nach unserer Anordnung dein Bürgerleben zu führen uns durch die Tat versprochen, nicht bloß durch Worte, – oder ob wir nicht die Wahrheit reden?",پس نخست تنها همین را به ما پاسخ گو که اگر بگوییم تو نه در حرف بلکه در عمل با شهروندی مطابق با ما موافقت کردی، راست می‌گوییم یا ناراست؟»,بنابراین نخست همین این را به ما پاسخ ده که آیا حقیقت را می‌گوییم که بگوییم تو نه در سخن بلکه در عمل با شهروند بودن مطابق با ما هم‌رای گشتی، یا حقیقت را نمی‌گوییم؟»,پس ابتدا فقط همین را به ما پاسخ بده که اگر بگوییم تو نه در کلام بلکه در عمل توافق کردی که تبعه‌ی ما باشی، درست می‌گوییم یا نادرست؟»
0059-003|227.|Cr. 52d.2.,0059-003|226.|Cr. 52d.1.,"τί φῶμεν πρὸς ταῦτα, ὦ Κρίτων; ","What shall we say to this, Crito? ","How shall we answer that, Crito?","« – Was sollen wir hierauf sagen, Kriton? ",ای کریتون، دربرابر این‌ها چه پاسخی داریم؟,در برابر این‌ها چه بگوییم، ای کریتون؟,در پاسخ به این‌ها چه بگوییم، ای کریتون؟
0059-003|228.|Cr. 52d.3.,0059-003|227.|Cr. 52d.2.,ἄλλο τι ἢ ὁμολογῶμεν;,Must we not agree that it is true?,Must we not agree?,Sollen wir es nicht einräumen?,جز اینکه موافقت کنیم؟,چیزی جز اینکه هم‌رای گردیم؟,غیر از اینکه موافق باشیم؟
0059-003|229.|Cr. 52d.4.,0059-003|228.|Cr. 52d.3.,"Κρίτων. ἀνάγκη, ὦ Σώκρατες.","Crito. We must, Socrates.","Cr. There is no help, Socrates.","Kriton: Wir müssen wohl, Sokrates.",کریتون: ای سقراط، ناگزیریم.,کریتون: می‌بایست، ای سقراط.,کریتون: لاجرم، ای سقراط.
0059-003|230.|Cr. 52e.1.,0059-003|229.|Cr. 52d.4.,"Σωκράτης. ‘ἄλλο τι οὖν,’ ἂν φαῖεν, ‘ἢ συνθήκας τὰς πρὸς ἡμᾶς αὐτοὺς καὶ ὁμολογίας παραβαίνεις, οὐχ ὑπὸ ἀνάγκης ὁμολογήσας οὐδὲ ἀπατηθεὶς οὐδὲ ἐν ὀλίγῳ χρόνῳ ἀναγκασθεὶς βουλεύσασθαι, ἀλλ᾽ ἐν ἔτεσιν ἑβδομήκοντα, ἐν οἷς ἐξῆν σοι ἀπιέναι, εἰ μὴ ἠρέσκομεν ἡμεῖς μηδὲ δίκαιαι ἐφαίνοντό σοι αἱ ὁμολογίαι εἶναι. ","Socrates. “Are you then,” they would say, “not breaking your compacts and agreements with us, though you were not led into them by compulsion or fraud, and were not forced to make up your mind in a short time, but had seventy years, in which you could have gone away, if we did not please you and if you thought the agreements were unfair? ","Soc. Then will they not say: ""You, Socrates, are breaking the covenants and agreements which you made with us at your leisure, not in any haste or under any compulsion or deception, but having had seventy years to think of them, during which time you were at liberty to leave the city, if we were not to your mind, or if our covenants appeared to you to be unfair. ","Sokrates: »Ist es also nicht so,« würden sie sagen, »daß du deine Verträge mit uns und deine Versprechungen übertrittst? Die du doch nicht gezwungen abgelegt hast, noch überlistet, noch in der Notwendigkeit, etwa dich in kurzer Zeit zu beraten, sondern siebzig Jahre lang, während deren du hättest fortgehn können, wenn wir dir nicht gefielen und du die Bedingungen nicht für gerecht hieltest. ",سقراط: شاید بگویند: «مگر جز این است که تو پیمان‌ها و توافقاتت با خود ما را زیر پا می‌گذاری، گرچه نه به اجبار توافق کردی و نه به نیرنگ، و نه به تصمیم‌گیری در مهلتی اندک مجبور بوده‌ای، بلکه طی هفتاد سال اگر ما تو را خرسند نمی‌کردیم و این توافقات را ناعادلانه می‌پنداشتی می‌توانستی بروی.,سقراط: شاید بگویند: «پس غیر از این [است] که این پیمان‌ها با خود ما و هم‌رایی‌‌ها را زیر پا می‌گذاری که نه با زور هم‌رای گشته و نه فریب خورده و نه به تامل کردن در زمانی کوتاه واداشته‌شده، بلکه در هفتاد سال [که] در آن رفتن برای تو ممکن بود، اگر ما اقناعت نمی‌کردیم و دادگرانه نبودن این هم‌رایی‌ها بر تو آشکار می‌گشت.,سقراط: ممکن است بگویند: «مگر نه اینکه از پیمان‌هایت و توافق‌هایی که با ما کردی تخطی می‌کنی، توافقاتی که نه به اجبار، نه با اغفال و نه در تنگنای مجال تصمیم بدان‌ها بر تو الزام شد بلکه طی هفتاد سال که در آن امکان داشتی به جای دیگر رَوی اگر ما تو را بسنده نبودیم و توافقات در نظرت به ناحق می‌نمود.
0059-003|231.|Cr. 52e.2.,0059-003|230.|Cr. 52e.1.,لیکن تو نه اسپارت را برگزیدی نه کرت را، همان‌ها که مدام از انتظام‌شان سخن می‌رانی، و نه هیچ یک از دولت‌شهرهای دیگر یونان و غیر یونان را، بلکه کمتر از شلان، کوران و دیگر معلولان از اینجا دور شدی.,"But you preferred neither Lacedaemon nor Crete, which you are always saying are well governed, nor any other of the Greek states,or of the foreign ones, but you went away from this city less than the lame and the blind and the other cripples.","You had your choice, and might have gone either to Lacedaemon or Crete, which you often praise for their good government, or to some other Hellenic or foreign State. ","Du aber hast weder Lakedaimon vorgezogen noch Kreta, die du doch immer rühmst als wohlgeordnete Staaten, noch irgend einen andern von den hellenischen Staaten oder von den unhellenischen, sondern weniger hast du dich von hier entfernt als die Lahmen, Blinden und andere Verstümmelten.",اما تو نه اسپارت را ترجیح دادی و نه کرت را، همان‌هایی که همواره از کمالِ قانون مداری‌شان سخن می‌گویی، و نه هیچ‌یک از دیگر شهر‌های یونانی و یا غیر یونانی، بلکه کمتر از شَلان و کوران و دیگر افراد علیل از اینجا بیرون رفتی.,اما تو نه لاکدایمون را ترجیح می‌دادی و نه کرت را، همان‌هایی که همواره از بسامان بودن‌شان سخن می‌گویی، و نه هیچ‌یک از دیگر پولیس‌های یونانی و نه بربر، بلکه کمتر از شَلان و کوران و دیگر علیلان از آن بیرون رفتی.,لیکن تو نه لاکدایمون را برگزیدی نه کرت را، همان‌ها که مدام از انتظام‌شان سخن می‌رانی، و نه هیچ یک از دولت‌شهرهای دیگر یونان و غیر یونان را، بلکه کمتر از شلان، کوران و دیگر معلولان از اینجا دور شدی.
0059-003|232.|Cr. 53a.1.,0059-003|231.|Cr. 52e.2., οὕτω σοι διαφερόντως τῶν ἄλλων Ἀθηναίων ἤρεσκεν ἡ πόλις τε καὶ ἡμεῖς οἱ νόμοι δῆλον ὅτι:," So much more than the other Athenians were you satisfied with the city and evidently therefore with us, its laws; ","Whereas you, above all other Athenians, seemed to be so fond of the State, or, in other words, of us her laws ","So vorzüglich vor allen Athenern hat dir die Stadt gefallen, und wir, die Gesetze, also auch. ",از این روی آشکار است که هم شهر و هم ما قوانین، تو را بیش از آن دیگر آتنیان خرسند کرده‌ایم.,از این روی آشکار [است] که این پولیس و نیز ما قوانین بیش از دیگر آتنیان تو را اقناع می‌کردیم.,این چنین هویداست که دولت‌شهر و نیز ما قوانین تو را بیش از دیگر آتنیان بسنده بوده‌ایم.
0059-003|233.|Cr. 53a.2.,0059-003|232.|Cr. 53a.1.,τίνι γὰρ ἂν πόλις ἀρέσκοι ἄνευ νόμων; ,for who would be pleased with a city apart from its laws?,"(for who would like a State that has no laws?), that you never stirred out of her: the halt, the blind, the maimed, were not more stationary in her than you were.",Denn wem würde eine Stadt wohl gefallen ohne die Gesetze? ,چرا که شهر فاقد قوانین که را خرسند می‌کند؟,چرا که پولیس بدون قوانین چه کسی را اقناع خواهد کرد؟,آخر کیست که دولت‌شهر فاقد قوانین او را بسنده باشد؟
0059-003|234.|Cr. 53a.3.,0059-003|233.|Cr. 53a.2.,νῦν δὲ δὴ οὐκ ἐμμενεῖς τοῖς ὡμολογημένοις; ,And now will you not abide by your agreement?,And now you run away and forsake your agreements.,Und nun also willst du doch dem Versprochenen nicht treu bleiben? ,و اکنون بدین توافقات پایبند نمی‌مانی؟,بااین‌حال اکنون به این هم‌رایی‌ها پایبند نمی‌مانی؟,اما حال بر سر این توافق‌‌ها نخواهی ایستاد؟
0059-003|235.|Cr. 53a.4.,0059-003|234.|Cr. 53a.3.,"ἐὰν ἡμῖν γε πείθῃ, ὦ Σώκρατες: ","You will if you take our advice, Socrates;","Not so, Socrates, if you will take our advice; do not make yourself ridiculous by escaping out of the city.","Wohl wirst du es, wenn du uns folgst, o Sokrates,",ای سقراط، اگر از ما پیروی نمایی،,ای سقراط، اگر از ما پیروی کنی،,ای سقراط، اگر از ما اطاعت بری،
0059-003|236.|Cr. 53b.1.,0059-003|235.|Cr. 53a.4.,"καὶ οὐ καταγέλαστός γε ἔσῃ ἐκ τῆς πόλεως ἐξελθών. σκόπει γὰρ δή, ταῦτα παραβὰς καὶ ἐξαμαρτάνων τι τούτων τί ἀγαθὸν ἐργάσῃ σαυτὸν ἢ τοὺς ἐπιτηδείους τοὺς σαυτοῦ. ","and you will not make yourself ridiculous by going away from the city. “For consider. By transgressing in this way and committing these errors, what good will you do to yourself or any of your friends? ","""For just consider, if you transgress and err in this sort of way, what good will you do, either to yourself or to your friends? ","und du wirst dich nicht lächerlich machen durch deinen Auszug aus der Stadt. Denn erwäge nur, wenn du es übertrittst und etwas davon verletzest, was du Gutes dir selbst bereiten wirst und deinen Freunden!",با رفتن از شهر مضحکه نخواهی شد. بنابر‌این اکنون بسنج، با زیر پا گذاشتن این‌ها و عدول از هر کدام چه خیری به خودت یا یاران خودت خواهی رساند؟,از پولیس رفته، مضحکه نخواهی شد. پس حال بیازما، این‌ها را زیر پا گذاشته و از هر یک از این‌ها عدول کرده، چه خوبی‌ای در حق خودت یا یاران خودت خواهی کرد؟,با عزیمت از دولت‌شهر مضحکه نخواهی گشت. باری اکنون بیندیش، تخطی از این‌ها و هر قانون‌شکنی، چه فایده‌ای برای خودت یا دوستان خودت خواهد داشت؟
0059-003|237.|Cr. 53b.2.,0059-003|236.|Cr. 53b.1.,"ὅτι μὲν γὰρ κινδυνεύσουσί γέ σου οἱ ἐπιτήδειοι καὶ αὐτοὶ φεύγειν καὶ στερηθῆναι τῆς πόλεως ἢ τὴν οὐσίαν ἀπολέσαι, σχεδόν τι δῆλον: ",For it is pretty clear that your friends also will be exposed to the risk of banishment and the loss of their homes in the city or of their property. ,"That your friends will be driven into exile and deprived of citizenship, or will lose their property, is tolerably certain; ","Denn daß deine Freunde ja freilich in Gefahr geraten werden, auch selbst flüchtig zu werden und der Stadt entsagen zu müssen, oder ihr Vermögen einzubüßen, das ist wohl offenbar. ",زیرا قریب به یقین است که یاران تو نیز خود با خطر تبعید و رانده شدن از شهر یا از دست دادن اموال‌شان مواجه خواهند شد.,زیرا کمابیش آشکار [است] که یاران تو خودشان نیز تبعید شدن و بی‌بهره‌ ماندن از پولیس یا تباه شدن هستی‌شان را خطر خواهند کرد.,چرا که تقریبا مشهود است که دوستان تو نیز خود با خطر تبعید شدن و محروم گشتن از دولت‌شهر یا از دست دادن دارایی‌شان رو به رو خواهند گشت.
0059-003|238.|Cr. 53b.3.,0059-003|237.|Cr. 53b.2.,"αὐτὸς δὲ πρῶτον μὲν ἐὰν εἰς τῶν ἐγγύτατά τινα πόλεων ἔλθῃς, ἢ Θήβαζε ἢ Μέγαράδε — εὐνομοῦνται γὰρ ἀμφότεραι — πολέμιος ἥξεις, ὦ Σώκρατες, τῇ τούτων πολιτείᾳ, καὶ ὅσοιπερ κήδονται τῶν αὑτῶν πόλεων ὑποβλέψονταί σε διαφθορέα ἡγούμενοι τῶν νόμων, καὶ βεβαιώσεις τοῖς δικασταῖς τὴν δόξαν, ὥστε δοκεῖν ὀρθῶς τὴν δίκην δικάσαι: ","And you yourself, if you go to one of the nearest cities, to Thebes or Megara — for both are well governed — will go as an enemy, Socrates, to their government, and all who care for their own cities will look askance at you, and will consider you a destroyer of the laws, and you will confirm the judges in their opinion, so that they will think their verdict was just. ","and you yourself, if you fly to one of the neighboring cities, as, for example, Thebes or Megara, both of which are well-governed cities, will come to them as an enemy, Socrates, and their government will be against you, and all patriotic citizens will cast an evil eye upon you as a subverter of the laws, and you will confirm in the minds of the judges the justice of their own condemnation of you.","Du selbst aber, wenn du zuerst in eine der nächstgelegenen Städte gehst, sei es nach Theben oder nach Megara, denn wohleingerichtet sind beide, so kommst du als ein Feind ihrer Verfassung; und wer nur seiner eignen Stadt zugetan ist, wird dich scheel ansehen als einen Verderber der Gesetze, und so wirst du nur das Ansehen deiner Richter befestigen, daß sie dafür gelten werden, in deiner Sache recht gerichtet zu haben:",اما ای سقراط، اگر نخست خود به یکی از نزدیک‌ترین شهرها بروی، به تبای یا به مگارا - زیرا هر دو در کمالِ قانون مداری‌اند- به مثابه دشمن نظام آنان خواهی رفت، و آنانی که دغدغه‌ی شهرشان را دارند با سوءظن در تو نگرند و تو را تباه‌کننده‌ی قوانین بپندارند، و عقیده‌ی هیئت داوران را تصدیق خواهی کرد، تا بپندارند که حکم تو را به درستی داوری کرده‌اند.,اما اگر نخست خودت به یکی از نزدیک‌ترین پولیس‌ها بروی، به تبای یا به مگارا - چرا که هر دو بسامان هستند - به مثابه دشمن برای پولیتیای آنان خواهی رفت، ای سقراط، و کسانی که نگران پولیس‌ خودشان هستند تو را با بدگمانی نگریسته و تباه‌کننده‌ی قوانین انگاشته، و برای هیئت داوران این نظر را تصدیق خواهی کرد که بپندارند محکمه‌ات را به درستی حکم کرده‌اند.,باری ای سقراط، اگر نخست خود به یکی از نزدیک‌ترین دولت‌شهرها بروی، به تبای یا به مگارا - زیرا هر دو در کمالِ انتظامند- مانند دشمنی در برابر دولت آنان خواهی رفت، و کسانی که به دولت‌شهر خود اعتنا دارند به چشم آغیل در تو نظر کنند و تو را تحریف کننده‌ی قوانین بپندارند، و برای قضات خویش آن پندار را تایید خواهی کرد تا فکر کنند محکمه تو را به حق قضاوت کرده‌اند.
