value,word_value,space_after,position,ve_ref,idx
ἢ,ἢ,,5,93.t5,1857
τινὰς,τινὰς,,6,93.t6,1858
τῶν,τῶν,,7,93.t7,1859
ὁδῶν,ὁδῶν,,8,93.t8,1860
τούτων,τούτων,false,9,93.t9,1861
;,;,,10,93.t10,1862
εἰ,εἰ,,1,94.t1,1863
μὲν,μὲν,,2,94.t2,1864
οἷόν,οἷόν,,3,94.t3,1865
τε,τε,,4,94.t4,1866
τὸν,τὸν,,5,94.t5,1867
αὐτόν,αὐτόν,false,6,94.t6,1868
",",",",,7,94.t7,1869
ἁπάσας,ἁπάσας,false,8,94.t8,1870
·,·,,9,94.t9,1871
εἰ,εἰ,,1,95.t1,1872
δὲ,δὲ,,2,95.t2,1873
μή,μή,false,3,95.t3,1874
",",",",,4,95.t4,1875
ὅτι,ὅτι,,5,95.t5,1876
πλείστας,πλείστας,false,6,95.t6,1877
·,·,,7,95.t7,1878
εἰ,εἰ,,1,96.t1,1879
δὲ,δὲ,,2,96.t2,1880
μή,μή,false,3,96.t3,1881
",",",",,4,96.t4,1882
τινάς,τινάς,false,5,96.t5,1883
·,·,,6,96.t6,1884
εἰ,εἰ,,1,97.t1,1885
δὲ,δὲ,,2,97.t2,1886
μηδὲ,μηδὲ,,3,97.t3,1887
τοῦτο,τοῦτο,false,4,97.t4,1888
",",",",,5,97.t5,1889
μέγα,μέγα,,6,97.t6,1890
κἂν,κἂν,,7,97.t7,1891
εἰ,εἰ,,8,97.t8,1892
μίαν,μίαν,,9,97.t9,1893
διαφερόντως,διαφερόντως,false,10,97.t10,1894
",",",",,11,97.t11,1895
ὥς,ὥς,,12,97.t12,1896
γέ,γέ,,13,97.t13,1897
μοι,μοι,,14,97.t14,1898
φαίνεται,φαίνεται,false,15,97.t15,1899
.,.,,16,97.t16,1900
ὀρθῶς,ὀρθῶς,,1,98.t1,1901
τοῦτο,τοῦτο,,2,98.t2,1902
ὑπολαμβάνεις,ὑπολαμβάνεις,false,3,98.t3,1903
.,.,,4,98.t4,1904
τί,τί,,1,99.t1,1905
οὖν,οὖν,false,2,99.t2,1906
;,;,,3,99.t3,1907
ὅταν,ὅταν,,1,100.t1,1908
ἀκούσῃς,ἀκούσῃς,,2,100.t2,1909
μίαν,μίαν,,3,100.t3,1910
ὁδὸν,ὁδὸν,,4,100.t4,1911
εἶναι,εἶναι,false,5,100.t5,1912
",",",",,6,100.t6,1913
καὶ,καὶ,,7,100.t7,1914
ταύτην,ταύτην,,8,100.t8,1915
στενήν,στενήν,false,9,100.t9,1916
",",",",,10,100.t10,1917
τί,τί,,11,100.t11,1918
σοι,σοι,,12,100.t12,1919
φαίνεται,φαίνεται,,13,100.t13,1920
δηλοῦν,δηλοῦν,,14,100.t14,1921
ὁ,ὁ,,15,100.t15,1922
λόγος,λόγος,false,16,100.t16,1923
;,;,,17,100.t17,1924
μίαν,μίαν,,1,101.t1,1925
μὲν,μὲν,,2,101.t2,1926
διὰ,διὰ,,3,101.t3,1927
τὴν,τὴν,,4,101.t4,1928
ἀρετήν,ἀρετήν,false,5,101.t5,1929
·,·,,6,101.t6,1930
μία,μία,,1,102.t1,1931
γάρ,γάρ,false,2,102.t2,1932
",",",",,3,102.t3,1933
κἂν,κἂν,,4,102.t4,1934
εἰς,εἰς,,5,102.t5,1935
πολλὰ,πολλὰ,,6,102.t6,1936
σχίζηται,σχίζηται,false,7,102.t7,1937
·,·,,8,102.t8,1938
στενὴν,στενὴν,,1,103.t1,1939
δὲ,δὲ,,2,103.t2,1940
διὰ,διὰ,,3,103.t3,1941
τοὺς,τοὺς,,4,103.t4,1942
ἱδρῶτας,ἱδρῶτας,,5,103.t5,1943
καὶ,καὶ,,6,103.t6,1944
τὸ,τὸ,,7,103.t7,1945
μὴ,μὴ,,8,103.t8,1946
πολλοῖς,πολλοῖς,,9,103.t9,1947
εἶναι,εἶναι,,10,103.t10,1948
βατήν,βατήν,false,11,103.t11,1949
",",",",,12,103.t12,1950
ὡς,ὡς,,13,103.t13,1951
πρὸς,πρὸς,,14,103.t14,1952
τὸ,τὸ,,15,103.t15,1953
πλῆθος,πλῆθος,,16,103.t16,1954
τῶν,τῶν,,17,103.t17,1955
ἐναντίων,ἐναντίων,,18,103.t18,1956
καὶ,καὶ,,19,103.t19,1957
ὅσοι,ὅσοι,,20,103.t20,1958
διὰ,διὰ,,21,103.t21,1959
τῆς,τῆς,,22,103.t22,1960
κακίας,κακίας,,23,103.t23,1961
ὁδεύουσιν,ὁδεύουσιν,false,24,103.t24,1962
.,.,,25,103.t25,1963
οὕτω,οὕτω,,1,104.t1,1964
κἀμοὶ,κἀμοὶ,,2,104.t2,1965
δοκεῖ,δοκεῖ,false,3,104.t3,1966
.,.,,4,104.t4,1967
τί,τί,,1,105.t1,1968
οὖν,οὖν,false,2,105.t2,1969
",",",",,3,105.t3,1970
ὦ,ὦ,,4,105.t4,1971
βέλτιστε,βέλτιστε,false,5,105.t5,1972
",",",",,6,105.t6,1973
εἴπερ,εἴπερ,,7,105.t7,1974
τοῦτο,τοῦτο,,8,105.t8,1975
οὕτως,οὕτως,,9,105.t9,1976
ἔχει,ἔχει,false,10,105.t10,1977
",",",",,11,105.t11,1978
ὥσπερ,ὥσπερ,,12,105.t12,1979
τινὰ,τινὰ,,13,105.t13,1980
πενίαν,πενίαν,,14,105.t14,1981
καταγνόντες,καταγνόντες,,15,105.t15,1982
τοῦ,τοῦ,,16,105.t16,1983
ἡμετέρου,ἡμετέρου,,17,105.t17,1984
λόγου,λόγου,false,18,105.t18,1985
",",",",,19,105.t19,1986
πάσας,πάσας,,20,105.t20,1987
τὰς,τὰς,,21,105.t21,1988
ἄλλας,ἄλλας,,22,105.t22,1989
ὁδοὺς,ὁδοὺς,,23,105.t23,1990
ἀφέντες,ἀφέντες,false,24,105.t24,1991
",",",",,25,105.t25,1992
πρὸς,πρὸς,,26,105.t26,1993
μίαν,μίαν,,27,105.t27,1994
ταύτην,ταύτην,,28,105.t28,1995
φέρεσθε,φέρεσθε,,29,105.t29,1996
καὶ,καὶ,,30,105.t30,1997
ὠθεῖσθε,ὠθεῖσθε,,31,105.t31,1998
τὴν,τὴν,,32,105.t32,1999
διὰ,διὰ,,33,105.t33,2000
λόγου,λόγου,,34,105.t34,2001
καὶ,καὶ,,35,105.t35,2002
θεωρίας,θεωρίας,false,36,105.t36,2003
",",",",,37,105.t37,2004
ὡς,ὡς,,38,105.t38,2005
μὲν,μὲν,,39,105.t39,2006
αὐτοὶ,αὐτοὶ,,40,105.t40,2007
οἴεσθε,οἴεσθε,false,41,105.t41,2008
",",",",,42,105.t42,2009
ὡς,ὡς,,43,105.t43,2010
δὲ,δὲ,,44,105.t44,2011
ἐγώ,ἐγώ,,45,105.t45,2012
φημι,φημι,false,46,105.t46,2013
",",",",,47,105.t47,2014
ἀδολεσχίας,ἀδολεσχίας,,48,105.t48,2015
καὶ,καὶ,,49,105.t49,2016
τερατείας,τερατείας,false,50,105.t50,2017
;,;,,51,105.t51,2018
ἐπιτιμάτω,ἐπιτιμάτω,,1,106.t1,2019
Παῦλος,Παῦλος,,2,106.t2,2020
ὑμῖν,ὑμῖν,false,3,106.t3,2021
",",",",,4,106.t4,2022
τοῦτο,τοῦτο,,5,106.t5,2023
πικρῶς,πικρῶς,,6,106.t6,2024
ὀνειδίζων,ὀνειδίζων,,7,106.t7,2025
μετὰ,μετὰ,,8,106.t8,2026
τὴν,τὴν,,9,106.t9,2027
ἀπαρίθμησιν,ἀπαρίθμησιν,,10,106.t10,2028
τῶν,τῶν,,11,106.t11,2029
χαρισμάτων,χαρισμάτων,false,12,106.t12,2030
",",",",,13,106.t13,2031
ἐν,ἐν,,14,106.t14,2032
οἷς,οἷς,,15,106.t15,2033
φησί,φησί,false,16,106.t16,2034
·,·,,17,106.t17,2035
Μῆ,Μῆ,,1,107.t1,2036
πάντες,πάντες,,2,107.t2,2037
ἀπόστολοι,ἀπόστολοι,false,3,107.t3,2038
;,;,,4,107.t4,2039
μὴ,μὴ,,1,108.t1,2040
πάντες,πάντες,,2,108.t2,2041
προφῆται,προφῆται,false,3,108.t3,2042
;,;,,4,108.t4,2043
καὶ,καὶ,,1,109.t1,2044
τὰ,τὰ,,2,109.t2,2045
ἑξῆς,ἑξῆς,false,3,109.t3,2046
.,.,,4,109.t4,2047
Ἕστω,Ἕστω,,1,110.t1,2048
δέ,δέ,false,2,110.t2,2049
·,·,,3,110.t3,2050
ὑψηλὸς,ὑψηλὸς,,1,111.t1,2051
σύ,σύ,false,2,111.t2,2052
",",",",,3,111.t3,2053
καὶ,καὶ,,4,111.t4,2054
ὑψηλῶν,ὑψηλῶν,,5,111.t5,2055
πέρα,πέρα,false,6,111.t6,2056
",",",",,7,111.t7,2057
καὶ,καὶ,,8,111.t8,2058
ὑπὲρ,ὑπὲρ,,9,111.t9,2059
τὰς,τὰς,,10,111.t10,2060
νεφέλας,νεφέλας,false,11,111.t11,2061
",",",",,12,111.t12,2062
εἰ,εἰ,,13,111.t13,2063
βούλει,βούλει,false,14,111.t14,2064
",",",",,15,111.t15,2065
ὁ,ὁ,,16,111.t16,2066
τῶν,τῶν,,17,111.t17,2067
ἀθεάτων,ἀθεάτων,,18,111.t18,2068
θεατής,θεατής,false,19,111.t19,2069
",",",",,20,111.t20,2070
ὁ,ὁ,,21,111.t21,2071
τῶν,τῶν,,22,111.t22,2072
ἀρρήτων,ἀρρήτων,,23,111.t23,2073
ἀκροατής,ἀκροατής,false,24,111.t24,2074
",",",",,25,111.t25,2075
ὁ,ὁ,,26,111.t26,2076
μετὰ,μετὰ,,27,111.t27,2077
Ἠλίαν,Ἠλίαν,,28,111.t28,2078
μετάρσιος,μετάρσιος,false,29,111.t29,2079
",",",",,30,111.t30,2080
καὶ,καὶ,,31,111.t31,2081
ὁ,ὁ,,32,111.t32,2082
μετὰ,μετὰ,,33,111.t33,2083
Μωυσέα,Μωυσέα,,34,111.t34,2084
θεοφανείας,θεοφανείας,,35,111.t35,2085
ἠξιωμένος,ἠξιωμένος,false,36,111.t36,2086
",",",",,37,111.t37,2087
καὶ,καὶ,,38,111.t38,2088
μετὰ,μετὰ,,39,111.t39,2089
Παῦλον,Παῦλον,,40,111.t40,2090
οὐράνιος,οὐράνιος,false,41,111.t41,2091
·,·,,42,111.t42,2092
τί,τί,,1,112.t1,2093
καὶ,καὶ,,2,112.t2,2094
τοὺς,τοὺς,,3,112.t3,2095
ἄλλους,ἄλλους,,4,112.t4,2096
αὐθήμερον,αὐθήμερον,false,5,112.t5,2097
",",",",,6,112.t6,2098
πλάττεις,πλάττεις,,7,112.t7,2099
ἁγίους,ἁγίους,false,8,112.t8,2100
",",",",,9,112.t9,2101
καὶ,καὶ,,10,112.t10,2102
χειροτονεῖς,χειροτονεῖς,,11,112.t11,2103
θεολόγους,θεολόγους,false,12,112.t12,2104
",",",",,13,112.t13,2105
καὶ,καὶ,,14,112.t14,2106
οἷον,οἷον,,15,112.t15,2107
ἐμπνεῖς,ἐμπνεῖς,,16,112.t16,2108
τὴν,τὴν,,17,112.t17,2109
παίδευσιν,παίδευσιν,false,18,112.t18,2110
",",",",,19,112.t19,2111
καὶ,καὶ,,20,112.t20,2112
πεποίηκας,πεποίηκας,,21,112.t21,2113
λογίων,λογίων,,22,112.t22,2114
ἀμαθῶν,ἀμαθῶν,,23,112.t23,2115
πολλὰ,πολλὰ,,24,112.t24,2116
συνέδρια,συνέδρια,false,25,112.t25,2117
;,;,,26,112.t26,2118
τί,τί,,1,113.t1,2119
τοῖς,τοῖς,,2,113.t2,2120
ἀραχνίοις,ἀραχνίοις,,3,113.t3,2121
ὑφάσμασιν,ὑφάσμασιν,,4,113.t4,2122
ἐνδεσμεῖς,ἐνδεσμεῖς,,5,113.t5,2123
τοὺς,τοὺς,,6,113.t6,2124
ἀσθενεστέρους,ἀσθενεστέρους,false,7,113.t7,2125
",",",",,8,113.t8,2126
ὡς,ὡς,,9,113.t9,2127
δή,δή,,10,113.t10,2128
τι,τι,,11,113.t11,2129
σοφὸν,σοφὸν,,12,113.t12,2130
καὶ,καὶ,,13,113.t13,2131
μέγα,μέγα,false,14,113.t14,2132
;,;,,15,113.t15,2133
τί,τί,,1,114.t1,2134
σφηκιὰς,σφηκιὰς,,2,114.t2,2135
ἐγείρεις,ἐγείρεις,,3,114.t3,2136
κατὰ,κατὰ,,4,114.t4,2137
τῆς,τῆς,,5,114.t5,2138
πίστεως,πίστεως,false,6,114.t6,2139
;,;,,7,114.t7,2140
τί,τί,,1,115.t1,2141
σχεδιάζεις,σχεδιάζεις,,2,115.t2,2142
ἡμῖν,ἡμῖν,,3,115.t3,2143
διαλεκτικῶν,διαλεκτικῶν,,4,115.t4,2144
ἀνάδοσιν,ἀνάδοσιν,false,5,115.t5,2145
",",",",,6,115.t6,2146
ὥσπερ,ὥσπερ,,7,115.t7,2147
οἱ,οἱ,,8,115.t8,2148
μῦθοι,μῦθοι,,9,115.t9,2149
πάλαι,πάλαι,,10,115.t10,2150
τοὺς,τοὺς,,11,115.t11,2151
γίγαντας,γίγαντας,false,12,115.t12,2152
;,;,,13,115.t13,2153
τί,τί,,1,116.t1,2154
τῶν,τῶν,,2,116.t2,2155
ἀνδρῶν,ἀνδρῶν,,3,116.t3,2156
ὅσον,ὅσον,,4,116.t4,2157
κοῦφον,κοῦφον,,5,116.t5,2158
καὶ,καὶ,,6,116.t6,2159
ἄνανδρον,ἄνανδρον,false,7,116.t7,2160
",",",",,8,116.t8,2161
ὥσπερ,ὥσπερ,,9,116.t9,2162
τινὰ,τινὰ,,10,116.t10,2163
συρφετόν,συρφετόν,false,11,116.t11,2164
",",",",,12,116.t12,2165
εἰς,εἰς,,13,116.t13,2166
μίαν,μίαν,,14,116.t14,2167
χαράδραν,χαράδραν,,15,116.t15,2168
συναγαγών,συναγαγών,false,16,116.t16,2169
",",",",,17,116.t17,2170
καὶ,καὶ,,18,116.t18,2171
κολακείᾳ,κολακείᾳ,,19,116.t19,2172
πλέον,πλέον,,20,116.t20,2173
θηλύνας,θηλύνας,false,21,116.t21,2174
",",",",,22,116.t22,2175
καινὸν,καινὸν,,23,116.t23,2176
ἀσεβείας,ἀσεβείας,,24,116.t24,2177
ἐργαστήριον,ἐργαστήριον,,25,116.t25,2178
ἐδημιούργησας,ἐδημιούργησας,false,26,116.t26,2179
",",",",,27,116.t27,2180
οὐκ,οὐκ,,28,116.t28,2181
ἀσόφως,ἀσόφως,,29,116.t29,2182
τὴν,τὴν,,30,116.t30,2183
ἄνοιαν,ἄνοιαν,,31,116.t31,2184
αὐτῶν,αὐτῶν,,32,116.t32,2185
ἐκκαρπούμενος,ἐκκαρπούμενος,false,33,116.t33,2186
;,;,,34,116.t34,2187
Ἀντιλέγεις,Ἀντιλέγεις,,1,117.t1,2188
καὶ,καὶ,,2,117.t2,2189
τούτοις,τούτοις,false,3,117.t3,2190
;,;,,4,117.t4,2191
καὶ,καὶ,,1,118.t1,2192
οὐδαμοῦ,οὐδαμοῦ,,2,118.t2,2193
σοι,σοι,,3,118.t3,2194
τἄλλα,τἄλλα,false,4,118.t4,2195
;,;,,5,118.t5,2196
καὶ,καὶ,,1,119.t1,2197
τὴν,τὴν,,2,119.t2,2198
γλῶσσαν,γλῶσσαν,,3,119.t3,2199
δεῖ,δεῖ,,4,119.t4,2200
δυναστεύειν,δυναστεύειν,,5,119.t5,2201
πάντως,πάντως,false,6,119.t6,2202
",",",",,7,119.t7,2203
καὶ,καὶ,,8,119.t8,2204
οὐ,οὐ,,9,119.t9,2205
κατέχεις,κατέχεις,,10,119.t10,2206
τὴν,τὴν,,11,119.t11,2207
ὠδῖνα,ὠδῖνα,,12,119.t12,2208
τοῦ,τοῦ,,13,119.t13,2209
λόγου,λόγου,false,14,119.t14,2210
;,;,,15,119.t15,2211
ἔχεις,ἔχεις,,1,120.t1,2212
καὶ,καὶ,,2,120.t2,2213
ἄλλας,ἄλλας,,3,120.t3,2214
ὑποθέσεις,ὑποθέσεις,,4,120.t4,2215
πολλάς,πολλάς,,5,120.t5,2216
τε,τε,,6,120.t6,2217
καὶ,καὶ,,7,120.t7,2218
φιλοτίμους,φιλοτίμους,false,8,120.t8,2219
.,.,,9,120.t9,2220
ἐκεῖ,ἐκεῖ,,1,121.t1,2221
τρέψον,τρέψον,,2,121.t2,2222
μετὰ,μετὰ,,3,121.t3,2223
τοῦ,τοῦ,,4,121.t4,2224
χρησίμου,χρησίμου,,5,121.t5,2225
τὴν,τὴν,,6,121.t6,2226
νόσον,νόσον,false,7,121.t7,2227
.,.,,8,121.t8,2228
βάλλε,βάλλε,,1,122.t1,2229
μοι,μοι,,2,122.t2,2230
Πυθαγόρου,Πυθαγόρου,,3,122.t3,2231
τὴν,τὴν,,4,122.t4,2232
σιωπήν,σιωπήν,false,5,122.t5,2233
",",",",,6,122.t6,2234
καὶ,καὶ,,7,122.t7,2235
τοὺς,τοὺς,,8,122.t8,2236
κυάμους,κυάμους,,9,122.t9,2237
τοὺς,τοὺς,,10,122.t10,2238
Ὀρφικούς,Ὀρφικούς,false,11,122.t11,2239
",",",",,12,122.t12,2240
καὶ,καὶ,,13,122.t13,2241
τὴν,τὴν,,14,122.t14,2242
περὶ,περὶ,,15,122.t15,2243
τὸ,τὸ,,16,122.t16,2244
Αὐτὸς,Αὐτὸς,,17,122.t17,2245
ἔφα,ἔφα,,18,122.t18,2246
καινοτέραν,καινοτέραν,,19,122.t19,2247
ἀλαζονείαν,ἀλαζονείαν,false,20,122.t20,2248
.,.,,21,122.t21,2249
βάλλε,βάλλε,,1,123.t1,2250
μοι,μοι,,2,123.t2,2251
Πλάτωνος,Πλάτωνος,,3,123.t3,2252
τὰς,τὰς,,4,123.t4,2253
ἰδέας,ἰδέας,false,5,123.t5,2254
",",",",,6,123.t6,2255
καὶ,καὶ,,7,123.t7,2256
τὰς,τὰς,,8,123.t8,2257
μετενσωματώσεις,μετενσωματώσεις,,9,123.t9,2258
καὶ,καὶ,,10,123.t10,2259
περιόδους,περιόδους,,11,123.t11,2260
τῶν,τῶν,,12,123.t12,2261
ἡμετέρων,ἡμετέρων,,13,123.t13,2262
ψυχῶν,ψυχῶν,false,14,123.t14,2263
",",",",,15,123.t15,2264
καὶ,καὶ,,16,123.t16,2265
τὰς,τὰς,,17,123.t17,2266
ἀναμνήσεις,ἀναμνήσεις,false,18,123.t18,2267
",",",",,19,123.t19,2268
καὶ,καὶ,,20,123.t20,2269
τοὺς,τοὺς,,21,123.t21,2270
οὐ,οὐ,,22,123.t22,2271
καλοὺς,καλοὺς,,23,123.t23,2272
διὰ,διὰ,,24,123.t24,2273
τῶν,τῶν,,25,123.t25,2274
καλῶν,καλῶν,,26,123.t26,2275
σωμάτων,σωμάτων,,27,123.t27,2276
ἐπὶ,ἐπὶ,,28,123.t28,2277
ψυχὴν,ψυχὴν,,29,123.t29,2278
ἔρωτας,ἔρωτας,false,30,123.t30,2279
·,·,,31,123.t31,2280
Ἐπικούρου,Ἐπικούρου,,1,124.t1,2281
τὴν,τὴν,,2,124.t2,2282
ἀθείαν,ἀθείαν,false,3,124.t3,2283
",",",",,4,124.t4,2284
καὶ,καὶ,,5,124.t5,2285
τὰς,τὰς,,6,124.t6,2286
ἀτόμους,ἀτόμους,false,7,124.t7,2287
",",",",,8,124.t8,2288
καὶ,καὶ,,9,124.t9,2289
τὴν,τὴν,,10,124.t10,2290
ἀφιλόσοφον,ἀφιλόσοφον,,11,124.t11,2291
ἡδονήν,ἡδονήν,false,12,124.t12,2292
·,·,,13,124.t13,2293
Ἀριστοτέλους,Ἀριστοτέλους,,1,125.t1,2294
τὴν,τὴν,,2,125.t2,2295
μικρολόγον,μικρολόγον,,3,125.t3,2296
πρόνοιαν,πρόνοιαν,false,4,125.t4,2297
",",",",,5,125.t5,2298
καὶ,καὶ,,6,125.t6,2299
τὸ,τὸ,,7,125.t7,2300
ἔντεχνον,ἔντεχνον,false,8,125.t8,2301
",",",",,9,125.t9,2302
καὶ,καὶ,,10,125.t10,2303
τοὺς,τοὺς,,11,125.t11,2304
θνητοὺς,θνητοὺς,,12,125.t12,2305
περὶ,περὶ,,13,125.t13,2306
ψυχῆς,ψυχῆς,,14,125.t14,2307
λόγους,λόγους,false,15,125.t15,2308
",",",",,16,125.t16,2309
καὶ,καὶ,,17,125.t17,2310
τὸ,τὸ,,18,125.t18,2311
ἀνθρωπικὸν,ἀνθρωπικὸν,,19,125.t19,2312
τῶν,τῶν,,20,125.t20,2313
δογμάτων,δογμάτων,false,21,125.t21,2314
·,·,,22,125.t22,2315
τῆς,τῆς,,1,126.t1,2316
Στοᾶς,Στοᾶς,,2,126.t2,2317
τὴν,τὴν,,3,126.t3,2318
ὀφρύν,ὀφρύν,false,4,126.t4,2319
",",",",,5,126.t5,2320
τῶν,τῶν,,6,126.t6,2321
Κυνῶν,Κυνῶν,,7,126.t7,2322
τὸ,τὸ,,8,126.t8,2323
λίχνον,λίχνον,,9,126.t9,2324
τε,τε,,10,126.t10,2325
καὶ,καὶ,,11,126.t11,2326
ἀγοραῖον,ἀγοραῖον,false,12,126.t12,2327
.,.,,13,126.t13,2328
βάλλε,βάλλε,,1,127.t1,2329
μοι,μοι,,2,127.t2,2330
τὸ,τὸ,,3,127.t3,2331
κενόν,κενόν,false,4,127.t4,2332
",",",",,5,127.t5,2333
τὸ,τὸ,,6,127.t6,2334
πλῆρες,πλῆρες,,7,127.t7,2335
τῶν,τῶν,,8,127.t8,2336
ληρημάτων,ληρημάτων,false,9,127.t9,2337
",",",",,10,127.t10,2338
ὅσα,ὅσα,,11,127.t11,2339
περὶ,περὶ,,12,127.t12,2340
θεῶν,θεῶν,,13,127.t13,2341
ἢ,ἢ,,14,127.t14,2342
θυσιῶν,θυσιῶν,false,15,127.t15,2343
",",",",,16,127.t16,2344
περὶ,περὶ,,17,127.t17,2345
εἰδώλων,εἰδώλων,false,18,127.t18,2346
",",",",,19,127.t19,2347
περὶ,περὶ,,20,127.t20,2348
δαιμόνων,δαιμόνων,,21,127.t21,2349
ἀγαθῶν,ἀγαθῶν,,22,127.t22,2350
τε,τε,,23,127.t23,2351
καὶ,καὶ,,24,127.t24,2352
κακοποιῶν,κακοποιῶν,false,25,127.t25,2353
",",",",,26,127.t26,2354
ὅσα,ὅσα,,27,127.t27,2355
περὶ,περὶ,,28,127.t28,2356
μαντείας,μαντείας,false,29,127.t29,2357
",",",",,30,127.t30,2358
θεαγωγίας,θεαγωγίας,false,31,127.t31,2359
",",",",,32,127.t32,2360
ψυχαγωγίας,ψυχαγωγίας,false,33,127.t33,2361
",",",",,34,127.t34,2362
ἄστρων,ἄστρων,,35,127.t35,2363
δυνάμεως,δυνάμεως,false,36,127.t36,2364
",",",",,37,127.t37,2365
τερατεύονται,τερατεύονται,false,38,127.t38,2366
.,.,,39,127.t39,2367
εἰ,εἰ,,1,128.t1,2368
δὲ,δὲ,,2,128.t2,2369
σὺ,σὺ,,3,128.t3,2370
ταῦτα,ταῦτα,,4,128.t4,2371
μὲν,μὲν,,5,128.t5,2372
ἀπαξιοῖς,ἀπαξιοῖς,,6,128.t6,2373
λόγου,λόγου,false,7,128.t7,2374
",",",",,8,128.t8,2375
ὡς,ὡς,,9,128.t9,2376
μικρά,μικρά,,10,128.t10,2377
τε,τε,,11,128.t11,2378
καὶ,καὶ,,12,128.t12,2379
πολλάκις,πολλάκις,,13,128.t13,2380
ἐληλεγμένα,ἐληλεγμένα,false,14,128.t14,2381
",",",",,15,128.t15,2382
περὶ,περὶ,,16,128.t16,2383
δὲ,δὲ,,17,128.t17,2384
τὰ,τὰ,,18,128.t18,2385
σὰ,σὰ,,19,128.t19,2386
στρέφῃ,στρέφῃ,false,20,128.t20,2387
",",",",,21,128.t21,2388
καὶ,καὶ,,22,128.t22,2389
ζητεῖς,ζητεῖς,,23,128.t23,2390
τὸ,τὸ,,24,128.t24,2391
ἐν,ἐν,,25,128.t25,2392
τούτοις,τούτοις,,26,128.t26,2393
φιλότιμον,φιλότιμον,,27,128.t27,2394
ἐγώ,ἐγώ,,28,128.t28,2395
σοι,σοι,,29,128.t29,2396
κἀνταῦθα,κἀνταῦθα,,30,128.t30,2397
παρέξομαι,παρέξομαι,,31,128.t31,2398
πλατείας,πλατείας,,32,128.t32,2399
ὁδούς,ὁδούς,false,33,128.t33,2400
.,.,,34,128.t34,2401
φιλοσόφει,φιλοσόφει,,1,129.t1,2402
μοι,μοι,,2,129.t2,2403
περὶ,περὶ,,3,129.t3,2404
κόσμου,κόσμου,,4,129.t4,2405
ἢ,ἢ,,5,129.t5,2406
κόσμων,κόσμων,false,6,129.t6,2407
",",",",,7,129.t7,2408
περὶ,περὶ,,8,129.t8,2409
ὕλης,ὕλης,false,9,129.t9,2410
",",",",,10,129.t10,2411
περὶ,περὶ,,11,129.t11,2412
ψυχῆς,ψυχῆς,false,12,129.t12,2413
",",",",,13,129.t13,2414
περὶ,περὶ,,14,129.t14,2415
λογικῶν,λογικῶν,,15,129.t15,2416
φύσεων,φύσεων,,16,129.t16,2417
βελτιόνων,βελτιόνων,,17,129.t17,2418
τε,τε,,18,129.t18,2419
καὶ,καὶ,,19,129.t19,2420
χειρόνων,χειρόνων,false,20,129.t20,2421
",",",",,21,129.t21,2422
περὶ,περὶ,,22,129.t22,2423
ἀναστάσεως,ἀναστάσεως,false,23,129.t23,2424
",",",",,24,129.t24,2425
κρίσεως,κρίσεως,false,25,129.t25,2426
",",",",,26,129.t26,2427
ἀνταποδόσεως,ἀνταποδόσεως,false,27,129.t27,2428
",",",",,28,129.t28,2429
χριστοῦ,χριστοῦ,,29,129.t29,2430
παθημάτων,παθημάτων,false,30,129.t30,2431
.,.,,31,129.t31,2432
ἐν,ἐν,,1,130.t1,2433
τούτοις,τούτοις,,2,130.t2,2434
γὰρ,γὰρ,,3,130.t3,2435
καὶ,καὶ,,4,130.t4,2436
τὸ,τὸ,,5,130.t5,2437
ἐπιτυγχάνειν,ἐπιτυγχάνειν,,6,130.t6,2438
οὐκ,οὐκ,,7,130.t7,2439
ἄχρηστον,ἄχρηστον,false,8,130.t8,2440
",",",",,9,130.t9,2441
καὶ,καὶ,,10,130.t10,2442
τὸ,τὸ,,11,130.t11,2443
διαμαρτάνειν,διαμαρτάνειν,,12,130.t12,2444
ἀκίνδυνον,ἀκίνδυνον,false,13,130.t13,2445
.,.,,14,130.t14,2446
θεῷ,θεῷ,,1,131.t1,2447
δὲ,δὲ,,2,131.t2,2448
ἐντευξόμεθα,ἐντευξόμεθα,false,3,131.t3,2449
",",",",,4,131.t4,2450
νῦν,νῦν,,5,131.t5,2451
μὲν,μὲν,,6,131.t6,2452
ὀλίγα,ὀλίγα,false,7,131.t7,2453
",",",",,8,131.t8,2454
μικρὸν,μικρὸν,,9,131.t9,2455
δὲ,δὲ,,10,131.t10,2456
ὕστερον,ὕστερον,,11,131.t11,2457
ἴσως,ἴσως,,12,131.t12,2458
τελεώτερον,τελεώτερον,false,13,131.t13,2459
",",",",,14,131.t14,2460
ἐν,ἐν,,15,131.t15,2461
αὐτῷ,αὐτῷ,,16,131.t16,2462
χριστῷ,χριστῷ,,17,131.t17,2463
Ἰησοῦ,Ἰησοῦ,,18,131.t18,2464
τῷ,τῷ,,19,131.t19,2465
κυρίῳ,κυρίῳ,,20,131.t20,2466
ἡμῶν,ἡμῶν,false,21,131.t21,2467
",",",",,22,131.t22,2468
ᾧ,ᾧ,,23,131.t23,2469
ἡ,ἡ,,24,131.t24,2470
δόξα,δόξα,,25,131.t25,2471
εἰς,εἰς,,26,131.t26,2472
τοὺς,τοὺς,,27,131.t27,2473
αἰῶνας,αἰῶνας,false,28,131.t28,2474
·,·,,29,131.t29,2475
ἀμήν,ἀμήν,false,1,132.t1,2476
